source_file,docket_number,date,court,reference,source_file2,date2,court2
1-4069-16_1.txt, I. US 4069/16, 2017-08-10,ConCo,22 Cdo 2815/2004,rozhodnuti-22_Cdo_2815_2004.txt,2005-01-05,SupCo
2-1641-17_2.txt, II. US 1641/17, 2017-09-06,ConCo,30 Cdo 4364/2013,rozhodnuti-30_Cdo_4364_2013.txt,2015-11-25,SupCo
4-3385-10_1.txt, IV. US 3385/10, 2011-01-31,ConCo,20 Cdo 1020/99,rozhodnuti-20_Cdo_1020_99.txt,2001-08-29,SupCo
4-3385-10_1.txt, IV. US 3385/10, 2011-01-31,ConCo,20 Cdo 187/2008,rozhodnuti-20_Cdo_187_2008.txt,2009-03-31,SupCo
2-2943-08_1.txt, II. US 2943/08, 2009-05-28,ConCo,28 Cdo 3042/2006,rozhodnuti-28_Cdo_3042_2006.txt,2007-06-11,SupCo
1-2576-10_1.txt, I. US 2576/10, 2011-05-11,ConCo,22 Cdo 4911/2007,rozhodnuti-22_Cdo_4911_2007.txt,2009-10-01,SupCo
1-2576-10_1.txt, I. US 2576/10, 2011-05-11,ConCo,22 Cdo 445/2007,rozhodnuti-22_Cdo_445_2007.txt,2007-07-17,SupCo
2-690-2000.txt, II. US 690/2000, 2002-05-14,ConCo,30 Cdo 1665/2000,rozhodnuti-30_Cdo_1665_2000.txt,2001-04-26,SupCo
4-666-05.txt, IV. US 666/05, 2006-11-15,ConCo,28 Cdo 501/2005,rozhodnuti-28_Cdo_501_2005.txt,2005-07-27,SupCo
4-666-05.txt, IV. US 666/05, 2006-11-15,ConCo,31 Cdo 1895/2002,rozhodnuti-31_Cdo_1895_2002.txt,2004-01-20,SupCo
2-467-16_1.txt, II. US 467/16, 2016-03-29,ConCo,5 Tdo 86/2002,rozhodnuti-5_Tdo_86_2002.txt,2002-05-29,SupCo
