source_file,docket_number,date,court,reference
0284_0Nad_1500051_20151027150018_prevedeno.txt,Nad 284/2015-51,2015-11-27,SupAdmCo,Nad 23/2009
0067_5Azs_0800037A_prevedeno.txt,5 Azs 67/2008-37,2008-08-28,SupAdmCo,64 Az 11/2007
0044_8As__100_20110609095510_prevedeno.txt,8 As 44/2010-70,2011-05-31,SupAdmCo,8 As 17/2007
0244_2Afs_1600058_20161124105724_prevedeno.txt,2 Afs 244/2016-58,2016-11-23,SupAdmCo,6 Afs 102/2015
0029_4Azs_130_20140619105807_prevedeno.txt,4 Azs 29/2013-26,2014-05-28,SupAdmCo,30 Az 421/2003
0029_4Azs_130_20140619105807_prevedeno.txt,4 Azs 29/2013-26,2014-05-28,SupAdmCo,3 Azs 23/2004
0029_4Azs_130_20140619105807_prevedeno.txt,4 Azs 29/2013-26,2014-05-28,SupAdmCo,7 Azs 117/2004
0033_2Afs_100_20101118022942_prevedeno.txt,2 Afs 33/2010-92,2010-11-12,SupAdmCo,90 Afs 50/2007
0082_6Azs_0600077A_prevedeno.txt,6 Azs 82/2006-77,2007-02-14,SupAdmCo,60 Az 70/2005
0014_7Azs_0600035A_prevedeno.txt,7 Azs 14/2006-35,2006-02-09,SupAdmCo,61 Az 184/2004
